"","Date","Date_MY","Comments","Users","Posts","Total","Men..20.years.and.older","Women..20.years.and.older","X16.to.19.years.old","White","Black.or.African.American","Asian","Hispanic.or.Latino"
"1","2013-08-13","2013-8",NA,130,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"2","2013-08-14","2013-8",NA,142,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"3","2013-08-15","2013-8",NA,146,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"4","2013-08-16","2013-8",NA,147,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"5","2013-08-17","2013-8",NA,216,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"6","2013-08-18","2013-8",NA,256,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"7","2013-08-19","2013-8",NA,297,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"8","2013-08-20","2013-8",NA,306,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"9","2013-08-21","2013-8",NA,309,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"10","2013-08-22","2013-8",NA,310,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"11","2013-08-23","2013-8",NA,313,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"12","2013-08-24","2013-8",NA,316,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"13","2013-08-25","2013-8",NA,316,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"14","2013-08-26","2013-8",NA,317,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"15","2013-08-27","2013-8",NA,317,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"16","2013-08-28","2013-8",NA,317,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"17","2013-08-29","2013-8",NA,317,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"18","2013-08-30","2013-8",NA,318,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"19","2013-08-31","2013-8",NA,330,NA,63.3,72.4,58.9,34.4,63.5,60.7,64.7,66.3
"20","2013-09-01","2013-9",NA,333,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"21","2013-09-02","2013-9",NA,337,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"22","2013-09-03","2013-9",NA,343,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"23","2013-09-04","2013-9",NA,346,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"24","2013-09-05","2013-9",NA,346,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"25","2013-09-06","2013-9",NA,349,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"26","2013-09-07","2013-9",NA,351,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"27","2013-09-08","2013-9",NA,354,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"28","2013-09-09","2013-9",NA,355,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"29","2013-09-10","2013-9",NA,356,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"30","2013-09-11","2013-9",NA,356,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"31","2013-09-12","2013-9",NA,357,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"32","2013-09-13","2013-9",NA,360,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"33","2013-09-14","2013-9",NA,390,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"34","2013-09-15","2013-9",NA,406,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"35","2013-09-16","2013-9",NA,412,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"36","2013-09-17","2013-9",NA,415,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"37","2013-09-18","2013-9",NA,415,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"38","2013-09-19","2013-9",NA,415,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"39","2013-09-20","2013-9",NA,416,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"40","2013-09-21","2013-9",NA,417,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"41","2013-09-22","2013-9",NA,419,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"42","2013-09-23","2013-9",NA,420,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"43","2013-09-24","2013-9",NA,419,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"44","2013-09-25","2013-9",NA,419,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"45","2013-09-26","2013-9",NA,420,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"46","2013-09-27","2013-9",NA,421,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"47","2013-09-28","2013-9",NA,420,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"48","2013-09-29","2013-9",NA,421,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"49","2013-09-30","2013-9",NA,438,NA,63.2,72.4,58.8,34.8,63.4,61.2,65.3,65.8
"50","2013-10-01","2013-10",NA,444,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"51","2013-10-02","2013-10",NA,445,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"52","2013-10-03","2013-10",NA,447,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"53","2013-10-04","2013-10",NA,447,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"54","2013-10-05","2013-10",NA,453,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"55","2013-10-06","2013-10",NA,453,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"56","2013-10-07","2013-10",NA,452,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"57","2013-10-08","2013-10",NA,453,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"58","2013-10-09","2013-10",NA,455,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"59","2013-10-10","2013-10",NA,456,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"60","2013-10-11","2013-10",NA,459,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"61","2013-10-12","2013-10",NA,463,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"62","2013-10-13","2013-10",NA,461,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"63","2013-10-14","2013-10",NA,464,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"64","2013-10-15","2013-10",NA,465,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"65","2013-10-16","2013-10",NA,467,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"66","2013-10-17","2013-10",NA,482,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"67","2013-10-18","2013-10",NA,483,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"68","2013-10-19","2013-10",NA,487,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"69","2013-10-20","2013-10",NA,490,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"70","2013-10-21","2013-10",NA,492,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"71","2013-10-22","2013-10",NA,493,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"72","2013-10-23","2013-10",NA,495,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"73","2013-10-24","2013-10",NA,497,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"74","2013-10-25","2013-10",NA,496,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"75","2013-10-26","2013-10",NA,498,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"76","2013-10-27","2013-10",NA,499,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"77","2013-10-28","2013-10",NA,502,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"78","2013-10-29","2013-10",NA,509,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"79","2013-10-30","2013-10",NA,514,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"80","2013-10-31","2013-10",NA,513,NA,62.8,71.9,58.4,34.1,63,60.6,64.2,65.7
"81","2013-11-01","2013-11",NA,513,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"82","2013-11-02","2013-11",NA,513,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"83","2013-11-03","2013-11",NA,514,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"84","2013-11-04","2013-11",NA,513,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"85","2013-11-05","2013-11",NA,513,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"86","2013-11-06","2013-11",NA,514,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"87","2013-11-07","2013-11",NA,514,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"88","2013-11-08","2013-11",NA,514,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"89","2013-11-09","2013-11",NA,514,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"90","2013-11-10","2013-11",NA,513,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"91","2013-11-11","2013-11",NA,515,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"92","2013-11-12","2013-11",NA,515,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"93","2013-11-13","2013-11",NA,517,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"94","2013-11-14","2013-11",NA,519,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"95","2013-11-15","2013-11",NA,521,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"96","2013-11-16","2013-11",NA,523,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"97","2013-11-17","2013-11",NA,524,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"98","2013-11-18","2013-11",NA,527,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"99","2013-11-19","2013-11",NA,528,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"100","2013-11-20","2013-11",NA,529,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"101","2013-11-21","2013-11",NA,529,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"102","2013-11-22","2013-11",NA,530,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"103","2013-11-23","2013-11",NA,531,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"104","2013-11-24","2013-11",NA,533,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"105","2013-11-25","2013-11",NA,531,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"106","2013-11-26","2013-11",NA,535,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"107","2013-11-27","2013-11",NA,536,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"108","2013-11-28","2013-11",NA,541,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"109","2013-11-29","2013-11",NA,541,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"110","2013-11-30","2013-11",NA,541,NA,63,72.2,58.4,34.2,63.3,60.4,64.7,66
"111","2013-12-01","2013-12",NA,541,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"112","2013-12-02","2013-12",NA,541,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"113","2013-12-03","2013-12",NA,541,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"114","2013-12-04","2013-12",NA,542,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"115","2013-12-05","2013-12",NA,543,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"116","2013-12-06","2013-12",NA,543,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"117","2013-12-07","2013-12",NA,544,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"118","2013-12-08","2013-12",NA,544,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"119","2013-12-09","2013-12",NA,543,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"120","2013-12-10","2013-12",NA,544,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"121","2013-12-11","2013-12",NA,547,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"122","2013-12-12","2013-12",NA,548,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"123","2013-12-13","2013-12",NA,547,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"124","2013-12-14","2013-12",NA,549,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"125","2013-12-15","2013-12",NA,551,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"126","2013-12-16","2013-12",NA,552,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"127","2013-12-17","2013-12",NA,556,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"128","2013-12-18","2013-12",NA,556,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"129","2013-12-19","2013-12",NA,557,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"130","2013-12-20","2013-12",NA,560,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"131","2013-12-21","2013-12",NA,561,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"132","2013-12-22","2013-12",NA,561,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"133","2013-12-23","2013-12",NA,562,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"134","2013-12-24","2013-12",NA,561,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"135","2013-12-25","2013-12",NA,561,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"136","2013-12-26","2013-12",NA,559,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"137","2013-12-27","2013-12",NA,561,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"138","2013-12-28","2013-12",NA,562,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"139","2013-12-29","2013-12",NA,561,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"140","2013-12-30","2013-12",NA,561,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"141","2013-12-31","2013-12",NA,560,NA,62.9,72,58.6,33.7,63.2,60.3,64.6,65.5
"142","2014-01-01","2014-1",NA,560,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"143","2014-01-02","2014-1",NA,560,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"144","2014-01-03","2014-1",NA,559,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"145","2014-01-04","2014-1",NA,558,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"146","2014-01-05","2014-1",NA,558,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"147","2014-01-06","2014-1",NA,564,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"148","2014-01-07","2014-1",NA,563,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"149","2014-01-08","2014-1",NA,562,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"150","2014-01-09","2014-1",NA,563,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"151","2014-01-10","2014-1",NA,563,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"152","2014-01-11","2014-1",NA,569,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"153","2014-01-12","2014-1",NA,568,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"154","2014-01-13","2014-1",NA,567,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"155","2014-01-14","2014-1",NA,568,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"156","2014-01-15","2014-1",NA,573,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"157","2014-01-16","2014-1",NA,574,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"158","2014-01-17","2014-1",NA,573,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"159","2014-01-18","2014-1",NA,573,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"160","2014-01-19","2014-1",NA,576,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"161","2014-01-20","2014-1",NA,583,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"162","2014-01-21","2014-1",NA,612,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"163","2014-01-22","2014-1",NA,613,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"164","2014-01-23","2014-1",NA,614,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"165","2014-01-24","2014-1",NA,616,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"166","2014-01-25","2014-1",NA,617,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"167","2014-01-26","2014-1",NA,616,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"168","2014-01-27","2014-1",NA,617,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"169","2014-01-28","2014-1",NA,618,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"170","2014-01-29","2014-1",NA,619,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"171","2014-01-30","2014-1",NA,621,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"172","2014-01-31","2014-1",NA,620,NA,62.9,72,58.6,33.1,63.2,60.6,63.9,65.9
"173","2014-02-01","2014-2",NA,620,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"174","2014-02-02","2014-2",NA,621,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"175","2014-02-03","2014-2",NA,621,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"176","2014-02-04","2014-2",NA,623,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"177","2014-02-05","2014-2",NA,623,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"178","2014-02-06","2014-2",NA,623,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"179","2014-02-07","2014-2",NA,623,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"180","2014-02-08","2014-2",NA,625,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"181","2014-02-09","2014-2",NA,626,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"182","2014-02-10","2014-2",NA,627,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"183","2014-02-11","2014-2",NA,632,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"184","2014-02-12","2014-2",NA,632,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"185","2014-02-13","2014-2",NA,632,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"186","2014-02-14","2014-2",NA,634,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"187","2014-02-15","2014-2",NA,633,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"188","2014-02-16","2014-2",NA,634,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"189","2014-02-17","2014-2",NA,634,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"190","2014-02-18","2014-2",NA,633,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"191","2014-02-19","2014-2",NA,635,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"192","2014-02-20","2014-2",NA,635,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"193","2014-02-21","2014-2",NA,636,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"194","2014-02-22","2014-2",NA,636,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"195","2014-02-23","2014-2",NA,636,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"196","2014-02-24","2014-2",NA,636,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"197","2014-02-25","2014-2",NA,637,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"198","2014-02-26","2014-2",NA,637,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"199","2014-02-27","2014-2",NA,651,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"200","2014-02-28","2014-2",NA,655,NA,62.9,71.9,58.8,32.5,63.2,60.9,63.9,66
"201","2014-03-01","2014-3",NA,658,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"202","2014-03-02","2014-3",NA,674,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"203","2014-03-03","2014-3",NA,684,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"204","2014-03-04","2014-3",NA,685,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"205","2014-03-05","2014-3",NA,687,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"206","2014-03-06","2014-3",NA,687,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"207","2014-03-07","2014-3",NA,689,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"208","2014-03-08","2014-3",NA,689,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"209","2014-03-09","2014-3",NA,690,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"210","2014-03-10","2014-3",NA,689,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"211","2014-03-11","2014-3",NA,689,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"212","2014-03-12","2014-3",NA,690,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"213","2014-03-13","2014-3",NA,693,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"214","2014-03-14","2014-3",NA,695,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"215","2014-03-15","2014-3",NA,696,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"216","2014-03-16","2014-3",NA,696,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"217","2014-03-17","2014-3",NA,695,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"218","2014-03-18","2014-3",NA,695,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"219","2014-03-19","2014-3",NA,695,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"220","2014-03-20","2014-3",NA,694,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"221","2014-03-21","2014-3",NA,695,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"222","2014-03-22","2014-3",NA,696,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"223","2014-03-23","2014-3",NA,697,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"224","2014-03-24","2014-3",NA,698,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"225","2014-03-25","2014-3",NA,699,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"226","2014-03-26","2014-3",NA,700,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"227","2014-03-27","2014-3",NA,705,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"228","2014-03-28","2014-3",NA,709,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"229","2014-03-29","2014-3",NA,710,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"230","2014-03-30","2014-3",NA,710,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"231","2014-03-31","2014-3",NA,710,NA,63.1,72.1,58.8,33.9,63.3,61.3,64.3,66.1
"232","2014-04-01","2014-4",NA,738,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"233","2014-04-02","2014-4",NA,740,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"234","2014-04-03","2014-4",NA,740,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"235","2014-04-04","2014-4",NA,741,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"236","2014-04-05","2014-4",NA,746,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"237","2014-04-06","2014-4",NA,748,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"238","2014-04-07","2014-4",NA,748,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"239","2014-04-08","2014-4",NA,748,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"240","2014-04-09","2014-4",NA,748,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"241","2014-04-10","2014-4",NA,748,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"242","2014-04-11","2014-4",NA,748,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"243","2014-04-12","2014-4",NA,749,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"244","2014-04-13","2014-4",NA,751,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"245","2014-04-14","2014-4",NA,754,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"246","2014-04-15","2014-4",NA,755,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"247","2014-04-16","2014-4",NA,756,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"248","2014-04-17","2014-4",NA,759,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"249","2014-04-18","2014-4",NA,759,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"250","2014-04-19","2014-4",NA,760,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"251","2014-04-20","2014-4",NA,760,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"252","2014-04-21","2014-4",NA,762,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"253","2014-04-22","2014-4",NA,763,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"254","2014-04-23","2014-4",NA,763,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"255","2014-04-24","2014-4",NA,764,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"256","2014-04-25","2014-4",NA,763,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"257","2014-04-26","2014-4",NA,763,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"258","2014-04-27","2014-4",NA,765,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"259","2014-04-28","2014-4",NA,765,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"260","2014-04-29","2014-4",NA,765,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
"261","2014-04-30","2014-4",NA,765,NA,62.8,71.8,58.5,33.3,63,61,63.6,65.6
